company_id,fiscal_year,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_asset,total_assets,debt_to_equity,equity_ratio
COALINDIA,2013,6316.0,42156,1305,61206,110983,13466,3496,2395,91626,110983,0.20661811272957567,0.436751574565474
COALINDIA,2014,6316.0,36088,178,62356,104938,14784,4316,3775,82063,104938,0.02818239392020266,0.40408622234081076
COALINDIA,2015,6316.0,34037,408,70505,111267,16115,5159,2813,87179,111267,0.06459784673844206,0.36266817654830275
COALINDIA,2016,6316.0,28517,1199,77528,113560,22082,4553,2906,84018,113560,0.18983533882203926,0.30673652694610776
COALINDIA,2017,6207.0,18311,3014,91054,118587,23811,8585,1483,84708,118587,0.4855807958756243,0.2067511615944412
COALINDIA,2018,6207.0,13971,1538,103754,125471,27574,10273,1704,85920,125471,0.24778475914290318,0.16081803763419436
COALINDIA,2019,6163.0,20292,2210,104356,133021,32618,9658,3170,87576,133021,0.35859159500243387,0.1988783725877869
COALINDIA,2020,6163.0,25994,6434,111430,150020,36784,8328,1973,102936,150020,1.043972091513873,0.21435141981069192
COALINDIA,2021,6163.0,30355,5884,118649,161051,42405,10490,5950,102206,161051,0.9547298393639462,0.22674804875474228
COALINDIA,2022,6163.0,36980,3514,132780,179436,46677,12897,8921,110942,179436,0.5701768619178972,0.2404367016652177
COALINDIA,2023,6163.0,54680,4331,156222,221396,64547,17622,7139,132087,221396,0.7027421710206069,0.2748152631483857
COALINDIA,2024,6163.0,76567,6523,147217,236470,75668,18960,7110,134731,236470,1.058413110498134,0.34985410411468687
COALINDIA,2024,6163.0,90034,7816,145345,249359,83642,16129,9058,140529,249359,1.2682135323705988,0.3857771325679041
DABUR,2013,174.0,1921,1151,1462,4709,1582,93,929,2105,4709,6.614942528735632,0.4448927585474623
DABUR,2014,174.0,2482,708,1948,5312,1767,22,1076,2447,5312,4.068965517241379,0.5
DABUR,2015,176.0,3178,734,2019,6106,1877,50,1813,2365,6106,4.170454545454546,0.5492957746478874
DABUR,2016,176.0,3995,805,1956,6932,1667,45,2691,2529,6932,4.573863636363637,0.6017022504327756
DABUR,2017,176.0,4671,975,1910,7732,1958,42,3240,2492,7732,5.5397727272727275,0.6268753233316089
DABUR,2018,176.0,5530,938,2058,8702,2028,42,3805,2827,8702,5.329545454545454,0.6557113307285681
DABUR,2019,177.0,5455,699,2106,8437,1969,64,3359,3045,8437,3.9491525423728815,0.6675358539765319
DABUR,2020,177.0,6429,522,2209,9337,2253,147,2800,4137,9337,2.9491525423728815,0.7075077648066831
DABUR,2021,177.0,7487,509,2661,10833,2243,147,4160,4283,10833,2.8757062146892656,0.7074679220899105
DABUR,2022,177.0,8205,1030,2872,12284,2308,168,6220,3589,12284,5.8192090395480225,0.6823510257245197
DABUR,2023,177.0,8796,1174,3505,13652,3579,175,6265,3633,13652,6.632768361581921,0.6572663346029886
DABUR,2024,177.0,9689,1365,3885,15116,3815,232,6933,4136,15116,7.711864406779661,0.6526858957396137
DABUR,2024,177.0,10185,1752,4259,16373,3874,190,7599,4710,16373,9.898305084745763,0.6328711903743969
DIVISLAB,2013,27.0,2474,33,605,3139,909,303,408,1519,3139,1.2222222222222223,0.7967505575023893
DIVISLAB,2014,27.0,2937,18,729,3710,1222,144,502,1842,3710,0.6666666666666666,0.798921832884097
DIVISLAB,2015,27.0,3469,27,883,4405,1309,218,733,2145,4405,1.0,0.7936435868331442
DIVISLAB,2016,53.0,4240,42,562,4898,1439,264,803,2392,4898,0.7924528301886793,0.8764801959983667
DIVISLAB,2017,53.0,5304,36,762,6155,1559,444,1631,2521,6155,0.6792452830188679,0.8703493095044679
DIVISLAB,2018,53.0,5872,63,797,6785,1996,120,1889,2780,6785,1.1886792452830188,0.8732498157700811
DIVISLAB,2019,53.0,6904,106,973,8036,2088,492,1946,3511,8036,2.0,0.865729218516675
DIVISLAB,2020,53.0,7257,39,1183,8531,2782,920,971,3858,8531,0.7358490566037735,0.8568749267377799
DIVISLAB,2021,53.0,9242,5,1471,10771,3704,711,0,6356,10771,0.09433962264150944,0.8629653699749327
DIVISLAB,2022,53.0,11675,4,1628,13360,4325,470,72,8493,13360,0.07547169811320754,0.8778443113772455
DIVISLAB,2023,53.0,12714,4,1654,14425,4722,212,77,9414,14425,0.07547169811320754,0.8850606585788562
DIVISLAB,2024,53.0,13518,3,1886,15460,4739,778,82,9861,15460,0.05660377358490566,0.8778137128072445
DIVISLAB,2024,53.0,13664,8,1861,15586,4658,1316,85,9527,15586,0.1509433962264151,0.8800846913897087
DLF,2013,340.0,25389,26600,12318,64647,19849,7834,1334,35630,64647,78.23529411764706,0.39799217287731836
DLF,2014,356.0,27039,24133,12997,64525,18835,5979,891,38820,64525,67.78932584269663,0.42456412243316544
DLF,2015,356.0,27013,24495,14398,66262,19619,5901,623,40119,66262,68.8061797752809,0.4130421659473001
DLF,2016,357.0,23712,25264,12396,61729,3943,1779,21310,34697,61729,70.76750700280112,0.3899139788430073
DLF,2017,357.0,24216,29202,10179,63954,24640,153,1209,37952,63954,81.7983193277311,0.38422928980204524
DLF,2018,357.0,34954,17491,7783,60585,8082,137,20832,31533,60585,48.99439775910364,0.5828340348271024
DLF,2019,441.0,33135,17222,15684,66483,6322,103,21005,39053,66483,39.05215419501134,0.5050313614006589
DLF,2020,495.0,33952,8103,13341,55890,5187,89,18566,32049,55890,16.36969696969697,0.6163356593308285
DLF,2021,495.0,34849,6886,11258,53488,4856,95,19746,28791,53488,13.911111111111111,0.6607837271911456
DLF,2022,495.0,35867,4182,10623,51167,4862,81,19779,26444,51167,8.44848484848485,0.710653350792503
DLF,2023,495.0,37192,3334,11551,52572,4785,61,19481,28245,52572,6.735353535353536,0.716864490603363
DLF,2024,495.0,38936,4834,14804,59069,3880,71,20138,34981,59069,9.765656565656565,0.6675413499466726
DLF,2024,495.0,39732,4290,18062,62579,3836,73,20900,37770,62579,8.666666666666666,0.6428194761821058
DMART,2013,544.0,245,526,176,1492,925,118,16,433,1492,0.9669117647058824,0.5288203753351206
DMART,2014,547.0,409,641,211,1808,1172,89,16,532,1808,1.1718464351005484,0.5287610619469026
DMART,2015,562.0,638,904,251,2355,1528,98,15,713,2355,1.6085409252669038,0.5095541401273885
DMART,2016,562.0,959,1192,389,3102,2094,82,29,897,3102,2.1209964412811386,0.49032882011605416
DMART,2017,624.0,3218,1497,480,5819,2578,153,26,3063,5819,2.3990384615384617,0.6602509022168758
DMART,2018,624.0,4045,439,540,5648,3400,147,68,2033,5648,0.7035256410256411,0.8266643059490085
DMART,2019,624.0,4963,700,718,7006,4400,377,17,2212,7006,1.1217948717948718,0.797459320582358
DMART,2020,648.0,10432,333,663,12076,5948,364,15,5749,12076,0.5138888888888888,0.9175223583968202
DMART,2021,648.0,11536,393,1079,13655,7009,1020,3,5624,13655,0.6064814814814815,0.8922738923471256
DMART,2022,648.0,13030,647,1146,15471,9260,1129,6,5076,15471,0.9984567901234568,0.8841057462348911
DMART,2023,648.0,15430,643,1383,18105,11340,829,202,5733,18105,0.9922839506172839,0.888041977354322
DMART,2024,651.0,18047,592,1882,21172,13415,935,107,6716,21172,0.9093701996927803,0.8831475533723786
DMART,2024,651.0,19487,713,2189,23040,14542,1107,87,7304,23040,1.0952380952380953,0.8740451388888889
DRREDDY,2013,85.0,6284,3682,3329,13380,4051,565,197,8567,13380,43.31764705882353,0.47600896860986547
DRREDDY,2014,85.0,7780,4477,3563,15906,4641,639,1067,9559,15906,52.67058823529412,0.49446749654218536
DRREDDY,2015,85.0,9768,4314,4290,18457,5377,529,2248,10303,18457,50.752941176470586,0.5338354012027957
DRREDDY,2016,85.0,12484,3352,4408,20330,6563,772,3833,9162,20330,39.43529411764706,0.6182488932611904
DRREDDY,2017,83.0,12179,4918,4474,21654,6931,3324,2110,9290,21654,59.25301204819277,0.5662695114066685
DRREDDY,2018,83.0,12489,5071,4706,22349,6968,3470,2298,9612,22349,61.096385542168676,0.5625307620027742
DRREDDY,2019,83.0,13941,3838,4557,22418,7191,2934,2587,9707,22418,46.24096385542169,0.6255687394058346
DRREDDY,2020,83.0,15516,2210,5414,23223,6850,1535,2678,12160,23223,26.626506024096386,0.6717047754381432
DRREDDY,2021,83.0,17558,3031,5915,26588,8206,1565,2212,14605,26588,36.51807228915663,0.6634948096885813
DRREDDY,2022,83.0,19129,3384,7149,29746,8122,1293,2616,17715,29746,40.7710843373494,0.6458683520473341
DRREDDY,2023,83.0,23203,1347,7576,32209,9219,1030,4986,16974,32209,16.228915662650603,0.7229656307243317
DRREDDY,2024,83.0,28171,2002,8523,38780,10426,1419,4930,22004,38780,24.120481927710845,0.7285714285714285
DRREDDY,2024,83.0,30666,4854,11125,46728,17254,1852,3663,23960,46728,58.48192771084337,0.6580422872795754
EICHERMOT,2012,27.0,1728,23,2694,4471,992,504,638,2337,4471,0.8518518518518519,0.3925296354283158
EICHERMOT,2013,27.0,2028,84,3197,5337,1656,464,825,2391,5337,3.111111111111111,0.3850477796514896
EICHERMOT,2014,27.0,2489,58,3829,6403,2309,419,1078,2597,6403,2.1481481481481484,0.3929408089957832
EICHERMOT,2016,27.0,3626,23,1263,4939,790,94,3388,667,4939,0.8518518518518519,0.7396234055476817
EICHERMOT,2017,27.0,5318,112,1552,7009,873,374,4987,775,7009,4.148148148148148,0.762590954487088
EICHERMOT,2018,27.0,7003,151,2341,9522,1502,333,5581,2106,9522,5.592592592592593,0.738290275152279
EICHERMOT,2019,27.0,8891,187,2281,11387,1875,450,4923,4140,11387,6.925925925925926,0.7831737946781417
EICHERMOT,2020,27.0,9954,249,2220,12450,2378,312,5749,4011,12450,9.222222222222221,0.8016867469879518
EICHERMOT,2021,27.0,11411,219,2901,14559,2433,314,3902,7909,14559,8.11111111111111,0.7856308812418435
EICHERMOT,2022,27.0,12581,108,3424,16140,2424,505,7721,5490,16140,4.0,0.7811648079306072
EICHERMOT,2023,27.0,14963,288,3919,19198,2690,472,12321,3715,19198,10.666666666666666,0.780810501093864
EICHERMOT,2024,27.0,18018,419,4650,23115,2914,555,13527,6119,23115,15.518518518518519,0.7806619078520441
EICHERMOT,2024,27.0,18952,404,4997,24380,3490,230,14693,5968,24380,14.962962962962964,0.7784659557013945
GAIL,2013,1268.0,27526,16472,14542,59809,24303,18376,1254,15876,59809,12.990536277602523,0.48143256031700915
GAIL,2014,1268.0,31188,18537,15872,66865,27779,18490,1282,19314,66865,14.619085173501578,0.48539594705750394
GAIL,2015,1268.0,32754,18291,17355,69669,33976,13806,1272,20615,69669,14.425078864353312,0.4883377111771376
GAIL,2016,1268.0,35135,9052,13608,59063,29946,3688,9844,15584,59063,7.138801261829653,0.6163418722381186
GAIL,2017,1691.0,37614,6553,12433,58291,30092,4126,10125,13948,58291,3.875221762270846,0.6742893414077645
GAIL,2018,2255.0,39424,3876,15798,61353,30480,5938,10452,14482,61353,1.7188470066518846,0.6793310840545694
GAIL,2019,2255.0,43749,2224,20199,68426,32700,9738,10722,15267,68426,0.9862527716186252,0.67231754011633
GAIL,2020,4510.0,44758,6912,18754,74934,38230,11666,9893,15145,74934,1.5325942350332595,0.6574852536899138
GAIL,2021,4440.0,48742,7873,19975,81030,41160,13400,13058,13413,81030,1.7731981981981981,0.6563248179686536
GAIL,2022,4440.0,59674,9216,23254,96584,44572,15490,16408,20114,96584,2.075675675675676,0.66381595295287
GAIL,2023,6575.0,58352,17816,25062,107805,49697,16646,17248,24214,107805,2.709657794676806,0.6022633458559437
GAIL,2024,6575.0,70422,21794,25944,124735,55188,23627,21910,24010,124735,3.31467680608365,0.6172846434441015
GAIL,2024,6575.0,77234,19632,25548,128989,54348,26281,24103,24257,128989,2.985855513307985,0.6497375745218584
GODREJCP,2013,34.0,3279,2456,1926,7695,4496,141,121,2937,7695,72.23529411764706,0.43053931124106565
GODREJCP,2014,34.0,3741,2373,2171,8320,5121,167,136,2895,8320,69.79411764705883,0.45372596153846156
GODREJCP,2015,34.0,4277,2717,2097,9125,5551,225,186,3164,9125,79.91176470588235,0.47243835616438357
GODREJCP,2016,34.0,4233,2891,2521,9679,5931,44,190,3514,9679,85.02941176470588,0.4408513276164893
GODREJCP,2017,34.0,5268,4001,3637,12940,8083,97,934,3826,12940,117.67647058823529,0.4097372488408037
GODREJCP,2018,68.0,6190,3508,4098,13864,8315,84,997,4468,13864,51.588235294117645,0.45138488170802077
GODREJCP,2019,102.0,7165,3382,3445,14094,8670,52,516,4855,14094,33.15686274509804,0.5156094792110117
GODREJCP,2020,102.0,7796,3575,3407,14880,9231,57,672,4920,14880,35.049019607843135,0.5307795698924731
GODREJCP,2021,102.0,9337,1864,2941,14244,8905,57,679,4602,14244,18.274509803921568,0.6626649817467004
GODREJCP,2022,102.0,11454,1704,2822,16082,9219,116,1015,5731,16082,16.705882352941178,0.7185673423703519
GODREJCP,2023,102.0,13692,1130,2513,17437,9934,45,3029,4429,17437,11.07843137254902,0.7910764466364627
GODREJCP,2024,102.0,12496,3222,2571,18392,10440,83,3504,4365,18392,31.58823529411765,0.6849717268377555
GODREJCP,2024,102.0,12068,3828,2986,18984,10498,199,3517,4771,18984,37.529411764705884,0.6410661609776654
GRASIM,2013,92.0,19565,9550,14916,44123,20561,6084,8011,9467,44123,103.80434782608695,0.4455046121070643
GRASIM,2014,92.0,21523,9681,16441,47736,25209,4045,7611,10872,47736,105.22826086956522,0.45280291603821016
GRASIM,2015,92.0,23048,11930,18963,54033,31828,2755,7255,12194,54033,129.67391304347825,0.4282568060259471
GRASIM,2016,93.0,27336,12505,19642,59576,34271,1788,10601,12916,59576,134.46236559139786,0.4604035181952464
GRASIM,2017,93.0,31294,9213,22147,62747,34786,1297,14200,12464,62747,99.06451612903226,0.5002151497282739
GRASIM,2018,131.0,57230,67070,83467,207899,69257,2290,65995,70356,207899,511.98473282442745,0.2759080130255557
GRASIM,2019,132.0,57888,84487,98620,241127,87129,2766,62747,88484,241127,640.0530303030303,0.24062008816930497
GRASIM,2020,132.0,56501,84777,102772,244181,87736,3904,66337,86204,244181,642.25,0.23193041227613942
GRASIM,2021,132.0,65362,79078,122777,267349,85023,5769,88017,88540,267349,599.0757575757576,0.24497566850820462
GRASIM,2022,132.0,75567,74744,138706,289149,88996,6615,96766,96771,289149,566.2424242424242,0.2617992799560088
GRASIM,2023,132.0,78610,103039,155042,336823,94896,7778,105355,128793,336823,780.5984848484849,0.2337785721283879
GRASIM,2024,133.0,88520,137155,186309,412116,100494,18358,129306,163959,412116,1031.2406015037593,0.21511661765134088
GRASIM,2024,134.0,92784,158159,197376,448454,109643,15903,102453,220454,448454,1180.2910447761194,0.20719627877106683
HAL,2016,5.0,115,18,38,176,84,21,0,71,176,3.6,0.6818181818181818
HAL,2017,5.0,128,2,34,170,75,1,22,72,170,0.4,0.7823529411764706
HAL,2018,5.0,125,3,33,166,66,1,24,74,166,0.6,0.7831325301204819
HAL,2019,5.0,128,8,33,175,59,0,22,93,175,1.6,0.76
HAL,2020,5.0,133,2,33,173,50,0,18,104,173,0.4,0.7976878612716763
HAL,2021,5.0,139,6,36,186,45,0,17,124,186,1.2,0.7741935483870968
HAL,2022,5.0,148,12,36,202,45,1,29,127,202,2.4,0.7574257425742574
HAL,2023,5.0,172,47,47,271,57,23,35,156,271,9.4,0.6531365313653137
HAL,2024,5.0,194,123,127,450,240,9,43,158,450,24.6,0.44222222222222224
HAL,2024,5.0,202,124,145,476,244,3,48,181,476,24.8,0.43487394957983194
HCLTECH,2013,139.0,13025,1044,8191,22399,6753,494,713,14440,22399,7.510791366906475,0.5877048082503683
HCLTECH,2014,140.0,19410,1018,9412,29980,7444,531,662,21343,29980,7.271428571428571,0.652101400933956
HCLTECH,2015,281.0,23943,648,10372,35245,8275,552,869,25548,35245,2.306049822064057,0.6873031635693007
HCLTECH,2016,282.0,27109,1090,10859,39341,9716,611,698,28315,39341,3.8652482269503547,0.6962456470349
HCLTECH,2017,285.0,32664,582,12231,45762,15235,448,1306,28773,45762,2.042105263157895,0.7200078667890389
HCLTECH,2018,278.0,36108,557,11046,47989,18753,320,2660,26256,47989,2.0035971223021583,0.7582154243680843
HCLTECH,2019,271.0,41095,4195,12788,58349,22888,235,2305,32921,58349,15.47970479704797,0.7089410272669626
HCLTECH,2020,543.0,50724,7986,23566,82819,37490,400,7066,37863,82819,14.707182320441989,0.6190246199543583
HCLTECH,2021,543.0,59370,6864,19270,86047,37145,312,6862,41728,86047,12.640883977900552,0.696282264343905
HCLTECH,2022,543.0,61371,6343,20664,88921,35077,129,6351,47364,88921,11.681399631675875,0.6962809685001293
HCLTECH,2023,543.0,64862,4794,23051,93250,34619,40,5495,53096,93250,8.828729281767956,0.7013941018766756
HCLTECH,2024,543.0,67720,5758,24985,99006,35063,108,7137,56698,99006,10.604051565377532,0.6894834656485466
HCLTECH,2024,543.0,68332,5791,25097,99763,34480,172,7642,57469,99763,10.664825046040516,0.6903862153303328
HAVELLS,2013,62.0,1380,982,2034,4458,1500,25,0,2933,4458,15.838709677419354,0.3234634365186182
HAVELLS,2014,62.0,1604,1054,2613,5332,1600,44,0,3688,5332,17.0,0.3124531132783196
HAVELLS,2015,62.0,1756,424,2546,4788,1541,38,0,3209,4788,6.838709677419355,0.37969924812030076
HAVELLS,2016,62.0,2965,134,1225,4387,1224,20,189,2954,4387,2.161290322580645,0.6899931616138592
HAVELLS,2017,62.0,3214,208,1683,5168,1300,12,162,3694,5168,3.3548387096774195,0.6339009287925697
HAVELLS,2018,63.0,3667,115,2763,6608,2819,24,0,3765,6608,1.8253968253968254,0.5644673123486683
HAVELLS,2019,63.0,4135,94,2856,7148,2904,233,0,4012,7148,1.492063492063492,0.5872971460548405
HAVELLS,2020,63.0,4249,72,2690,7073,3350,86,0,3638,7073,1.1428571428571428,0.609642301710731
HAVELLS,2021,63.0,5114,521,3155,8852,3290,90,306,5166,8852,8.26984126984127,0.5848395842747401
HAVELLS,2022,63.0,5940,616,3904,10523,3434,57,426,6606,10523,9.777777777777779,0.5704646963793595
HAVELLS,2023,63.0,6563,223,4309,11157,3621,166,201,7170,11157,3.5396825396825395,0.5938872456753608
HAVELLS,2024,63.0,7384,303,4683,12433,3988,299,20,8126,12433,4.809523809523809,0.5989704817823535
HAVELLS,2024,63.0,7731,332,4718,12843,4488,130,20,8206,12843,5.26984126984127,0.6068675543097407
HDFCBANK,2013,476.0,36167,335588,35492,407723,2773,0,110960,293989,407723,705.0168067226891,0.08987229074641362
HDFCBANK,2014,480.0,43687,416677,42776,503620,3026,0,119571,381023,503620,868.0770833333333,0.0876990588141853
HDFCBANK,2015,501.0,62653,509762,34181,607097,3225,0,149454,454417,607097,1017.4890219560879,0.10402620997962435
HDFCBANK,2016,506.0,73798,649587,38321,762212,3667,0,193634,564912,762212,1283.7687747035573,0.09748468929904017
HDFCBANK,2017,513.0,91281,741550,59000,892344,4000,0,210777,677567,892344,1445.5165692007797,0.10286840052715096
HDFCBANK,2018,519.0,109080,944817,48770,1103186,4008,0,238461,860717,1103186,1820.4566473988439,0.09934770745821647
HDFCBANK,2019,545.0,153128,1080235,58898,1292806,4369,0,289446,998991,1292806,1982.0825688073394,0.11886779609624336
HDFCBANK,2020,548.0,175810,1333041,71430,1580830,4776,0,389305,1186750,1580830,2432.556569343066,0.11156038283686417
HDFCBANK,2021,551.0,209259,1511418,78279,1799507,5248,0,438823,1355435,1799507,2743.0453720508167,0.11659304465056262
HDFCBANK,2022,555.0,246772,1784970,90639,2122934,6432,0,449264,1667238,2122934,3216.162162162162,0.11650244425874756
HDFCBANK,2023,558.0,288880,2139212,101783,2530432,8431,0,511582,2010419,2530432,3833.7132616487456,0.1143828405584501
HDFCBANK,2024,760.0,455636,3107503,466296,4030194,12604,0,1005682,3011909,4030194,4088.819736842105,0.11324417633493573
HDFCLIFE,2013,1995.0,-658,0,40581,41918,252,29,40404,1232,41918,0.0,0.03189560570637912
HDFCLIFE,2014,1995.0,-67,0,50347,52275,279,10,50527,1458,52275,0.0,0.03688187470109995
HDFCLIFE,2015,1995.0,546,0,66767,69309,346,6,67024,1932,69309,0.0,0.03666190538025365
HDFCLIFE,2016,1995.0,1108,0,73441,76544,335,12,74144,2053,76544,0.0,0.04053877508361204
HDFCLIFE,2017,1998.0,1828,0,91270,95097,337,16,91723,3020,95097,0.0,0.04023260460372041
HDFCLIFE,2018,2012.0,2693,0,105778,110483,336,5,106590,3551,110483,0.0,0.04258573717223464
HDFCLIFE,2019,2017.0,3625,0,124378,130020,370,10,124958,4682,130020,0.0,0.043393324103984006
HDFCLIFE,2020,2019.0,4788,0,125417,132224,322,8,127256,4637,132224,0.0,0.05148082042594385
HDFCLIFE,2021,2021.0,6619,600,170415,179655,585,14,173564,5493,179655,0.29688273132112813,0.04809217667195458
HDFCLIFE,2022,2113.0,13501,600,214521,230734,6605,20,216551,7559,230734,0.28395646000946523,0.06767099777232657
HDFCLIFE,2023,2149.0,10844,950,234126,248069,997,31,238197,8844,248069,0.44206607724523034,0.052376556522580414
HDFCLIFE,2024,2151.0,12515,950,287071,302687,1549,28,291128,9982,302687,0.44165504416550444,0.04845269205482892
HDFCLIFE,2024,2152.0,13452,950,320201,336755,460,0,325023,11272,336755,0.44144981412639406,0.04633635729239358
HEROMOTOCO,2014,40.0,5583,284,4215,10122,2247,855,4106,2914,10122,7.1,0.5555226239873543
HEROMOTOCO,2015,40.0,6500,100,4014,10654,2952,719,3118,3864,10654,2.5,0.6138539515674863
HEROMOTOCO,2016,40.0,8794,232,3829,12896,3784,653,4501,3958,12896,5.8,0.6850186104218362
HEROMOTOCO,2017,40.0,10276,261,4736,15312,4599,581,6066,4066,15312,6.525,0.6737199582027168
HEROMOTOCO,2018,40.0,11932,228,5197,17397,4961,355,7669,4411,17397,5.7,0.6881646260849572
HEROMOTOCO,2019,40.0,13080,312,5072,18504,4952,573,6114,6865,18504,7.8,0.7090358841331604
HEROMOTOCO,2020,40.0,14366,453,4815,19674,6473,391,8359,4451,19674,11.325,0.7322354376334248
HEROMOTOCO,2021,40.0,15376,584,7096,23096,6380,495,10582,5639,23096,14.6,0.6674748874263942
HEROMOTOCO,2022,40.0,15807,605,6027,22478,6194,517,10528,5240,22478,15.125,0.7050004448794377
HEROMOTOCO,2023,40.0,16616,568,6694,23917,6159,454,10891,6413,23917,14.2,0.6964084124263077
HEROMOTOCO,2024,40.0,17659,606,7847,26153,6232,484,12751,6685,26153,15.15,0.676748365388292
HEROMOTOCO,2024,40.0,18971,588,9663,29261,6588,145,14980,7548,29261,14.7,0.6497043846758483
HINDALCO,2013,191.0,35139,56951,28309,120590,37929,33834,12601,36226,120590,298.17277486910996,0.2929762003482876
HINDALCO,2014,206.0,40398,64756,32621,137982,61163,23059,12961,40798,137982,314.3495145631068,0.2942702671362931
HINDALCO,2015,207.0,38122,68468,34950,141746,71959,14111,12346,43330,141746,330.7632850241546,0.27040621957586103
HINDALCO,2016,207.0,40402,67552,32986,141146,85648,4214,12463,38821,141146,326.33816425120773,0.2877091805648052
HINDALCO,2017,223.0,45836,63817,36268,146144,84687,1814,15157,44486,146144,286.17488789237666,0.31516175826582
HINDALCO,2018,223.0,54629,52074,40088,147014,85088,2063,10781,49081,147014,233.51569506726457,0.37310732311208455
HINDALCO,2019,222.0,57279,52415,42056,151972,85860,4097,9012,53003,151972,236.1036036036036,0.3783657515858184
HINDALCO,2020,222.0,58095,68399,41902,168618,89195,7721,9411,62291,168618,308.10360360360363,0.3458527559335302
HINDALCO,2021,222.0,66311,67206,55083,188822,100269,10202,17133,61218,188822,302.72972972972974,0.35235830570590293
HINDALCO,2022,222.0,77969,64486,79178,221855,106874,4945,14119,95917,221855,290.47747747747746,0.3524419102566992
HINDALCO,2023,222.0,94584,60291,68392,223489,110626,7700,14116,91047,223489,271.5810810810811,0.42420879774843506
HINDALCO,2024,222.0,105924,56356,68221,230723,111810,14867,15444,88602,230723,253.85585585585585,0.46005816498571883
HINDALCO,2024,222.0,114954,60959,76129,252264,111404,22341,22453,96066,252264,274.5900900900901,0.45656930834364
HINDUNILVR,2013,216.0,2649,25,9202,12092,2431,222,2252,7186,12092,0.11574074074074074,0.23693350975851804
HINDUNILVR,2014,216.0,3321,46,10171,13754,2746,373,2838,7797,13754,0.21296296296296297,0.25716155300276283
HINDUNILVR,2015,216.0,3811,43,10359,14430,2821,516,3025,8067,14430,0.19907407407407407,0.2790713790713791
HINDUNILVR,2016,216.0,6357,177,8043,14793,3258,408,2592,8535,14793,0.8194444444444444,0.4443317785439059
HINDUNILVR,2017,216.0,6528,277,8685,15706,4419,229,3794,7264,15706,1.2824074074074074,0.42939004202215714
HINDUNILVR,2018,216.0,7065,0,10581,17862,4528,461,2873,10000,17862,0.0,0.4076251259657373
HINDUNILVR,2019,216.0,7651,99,10663,18629,4715,406,2716,10792,18629,0.4583333333333333,0.42229856675076494
HINDUNILVR,2020,216.0,8013,0,11924,20153,5479,597,1255,12822,20153,0.0,0.40832630377611273
HINDUNILVR,2021,235.0,47439,0,21066,68740,51443,745,2709,13843,68740,0.0,0.6935408786732615
HINDUNILVR,2022,235.0,48826,1043,20402,70506,51473,1313,3521,14199,70506,4.438297872340425,0.6958414886676311
HINDUNILVR,2023,235.0,50069,1219,21554,73077,52678,1132,2882,16385,73077,5.187234042553191,0.6883698017159982
HINDUNILVR,2024,235.0,50983,1484,25787,78489,53744,1025,4625,19095,78489,6.314893617021276,0.6525500388589484
HINDUNILVR,2024,235.0,50541,1651,28338,80765,54027,1022,4316,21400,80765,7.025531914893617,0.6286881693803009
ICICIBANK,2013,1154.0,67609,487659,118401,674822,5473,0,255667,413682,674822,422.5814558058926,0.10189798198636085
ICICIBANK,2014,1155.0,75275,543055,128278,747762,5507,0,267609,474646,747762,470.1774891774892,0.10221166627884273
ICICIBANK,2015,1160.0,83545,597207,144167,826079,5871,0,274311,545897,826079,514.8336206896552,0.10253861918775323
ICICIBANK,2016,1163.0,92948,671455,153190,918756,8713,0,286044,623999,918756,577.3473774720551,0.1024330725459208
ICICIBANK,2017,1165.0,103467,700874,180219,985725,9338,0,304373,672013,985725,601.6085836909871,0.10614725202262294
ICICIBANK,2018,1286.0,109344,815198,198453,1124281,9465,0,372208,742608,1124281,633.9020217729393,0.09840066673723029
ICICIBANK,2019,1289.0,112964,891641,232899,1238794,9660,0,398201,830933,1238794,691.7307990690458,0.092229216479899
ICICIBANK,2020,1295.0,121665,1014636,239696,1377292,10409,0,443473,923411,1377292,783.5027027027027,0.08927663850512454
ICICIBANK,2021,1383.0,156204,1103840,312385,1573812,10809,0,536579,1026424,1573812,798.1489515545915,0.10013076530106518
ICICIBANK,2022,1390.0,180663,1252968,317616,1752637,10707,0,567098,1174833,1752637,901.4158273381295,0.10387376279286584
ICICIBANK,2023,1397.0,213101,1399894,344099,1958490,11070,0,639552,1307868,1958490,1002.0715819613457,0.10952213184647355
ICICIBANK,2024,1405.0,254739,1651008,456911,2364063,15714,0,827163,1521186,2364063,1175.0946619217082,0.10834905837957787
ICICIGI,2013,437.0,1433,0,10767,12637,390,10,7800,4436,12637,0.0,0.14797815937326897
ICICIGI,2014,445.0,1949,0,12350,14744,373,17,9290,5064,14744,0.0,0.16237113402061856
ICICIGI,2015,447.0,2439,0,11760,14646,381,9,10200,4056,14646,0.0,0.19705038918476034
ICICIGI,2016,448.0,2789,0,12440,15676,510,10,11426,3730,15676,0.0,0.20649400357233988
ICICIGI,2017,451.0,3450,485,18965,23351,516,11,14806,8018,23351,1.0753880266075388,0.1670592265855852
ICICIGI,2018,454.0,4087,485,24723,29750,368,38,18193,11151,29750,1.0682819383259912,0.15263865546218489
ICICIGI,2019,454.0,4946,485,27517,33403,1965,17,20714,10707,33403,1.0682819383259912,0.16166212615633327
