company_id,fiscal_year,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_asset,total_assets,debt_to_equity,equity_ratio
AMBUJACEM,2017,397.0,20275,24,14813,35509,20898,667,153,13791,35509,0.060453400503778336,0.5821622687206061
AMBUJACEM,2018,397.0,21973,40,14981,37391,20636,1008,133,15613,37391,0.10075566750629723,0.5982723115188147
AMBUJACEM,2019,397.0,23681,41,16059,40178,20701,1554,150,17773,40178,0.10327455919395466,0.5992831898053661
AMBUJACEM,2020,397.0,22360,471,16490,39718,20486,2422,167,16643,39718,1.18639798488665,0.572964399013042
AMBUJACEM,2021,397.0,24957,477,19374,45205,22254,2168,198,20585,45205,1.2015113350125946,0.5608671607123106
AMBUJACEM,2023,397.0,31301,523,19501,51721,23551,2526,214,25430,51721,1.3173803526448362,0.6128651804876163
AMBUJACEM,2024,440.0,41016,699,23107,65261,32388,2658,849,29365,65261,1.5886363636363636,0.6352339069275678
AMBUJACEM,2024,493.0,49883,779,25417,76572,40857,6472,2223,27019,76572,1.5801217038539555,0.6578906127566212
APOLLOHOSP,2013,70.0,2677,1213,854,4814,2341,403,527,1543,4814,17.32857142857143,0.5706273369339426
APOLLOHOSP,2014,70.0,2907,1344,1029,5350,2681,491,322,1855,5350,19.2,0.5564485981308411
APOLLOHOSP,2015,70.0,3102,1992,1296,6459,3244,533,311,2372,6459,28.457142857142856,0.49109769314135315
APOLLOHOSP,2016,70.0,3262,2834,1195,7360,3997,562,352,2448,7360,40.48571428571429,0.45271739130434785
APOLLOHOSP,2017,70.0,3244,3125,1665,8103,4591,347,406,2759,8103,44.642857142857146,0.408984326792546
APOLLOHOSP,2018,70.0,3182,3427,1917,8596,4773,712,352,2759,8596,48.957142857142856,0.37831549557933924
APOLLOHOSP,2019,70.0,3264,3673,2159,9166,4982,822,462,2901,9166,52.47142857142857,0.3637355444032293
APOLLOHOSP,2020,70.0,3270,3596,4354,11289,7432,236,434,3187,11289,51.371428571428574,0.29586322969262113
APOLLOHOSP,2021,72.0,4531,4160,2629,11392,6778,234,1343,3037,11392,57.77777777777778,0.4040554775280899
APOLLOHOSP,2022,72.0,5551,4068,3570,13261,8296,46,816,4104,13261,56.5,0.42402533745569715
APOLLOHOSP,2023,72.0,6126,4332,3886,14416,8520,610,574,4712,14416,60.166666666666664,0.4299389567147614
APOLLOHOSP,2024,72.0,6864,5333,4474,16742,9664,873,986,5219,16742,74.06944444444444,0.4142874208577231
APOLLOHOSP,2024,72.0,7429,7371,4676,19548,10201,1042,1012,7293,19548,102.375,0.3837221199099652
ASIANPAINT,2013,96.0,3288,251,3149,6784,2441,59,296,3989,6784,2.6145833333333335,0.4988207547169811
ASIANPAINT,2014,96.0,3943,249,3787,8075,2562,72,1424,4019,8075,2.59375,0.5001857585139319
ASIANPAINT,2015,96.0,4646,418,3754,8914,2660,196,1588,4471,8914,4.354166666666667,0.5319721785954677
ASIANPAINT,2016,96.0,6429,323,3711,10559,3416,107,2712,4324,10559,3.3645833333333335,0.6179562458566152
ASIANPAINT,2017,96.0,7508,560,4241,12405,3304,258,2652,6192,12405,5.833333333333333,0.6129786376461105
ASIANPAINT,2018,96.0,8314,533,4820,13763,3732,1405,2141,6485,13763,5.552083333333333,0.6110586354719174
ASIANPAINT,2019,96.0,9375,1320,5459,16249,6497,210,2569,6974,16249,13.75,0.5828666379469506
ASIANPAINT,2020,96.0,10034,1118,4889,16138,6272,140,2019,7707,16138,11.645833333333334,0.6277109926880654
ASIANPAINT,2021,96.0,12710,1093,6456,20355,5859,183,4737,9577,20355,11.385416666666666,0.6291328911815279
ASIANPAINT,2022,96.0,13716,1587,7560,22958,5519,426,3248,13765,22958,16.53125,0.6016203502047217
ASIANPAINT,2023,96.0,15896,1933,7854,25779,5770,1020,4262,14728,25779,20.135416666666668,0.6203498972031498
ASIANPAINT,2024,96.0,18632,2474,8698,29901,7147,2698,4588,15468,29901,25.770833333333332,0.6263335674392161
ASIANPAINT,2024,96.0,17928,2516,8934,29474,7879,2272,3695,15629,29474,26.208333333333332,0.611522019406935
ASIANPAINT,2013,96.0,3288,251,3149,6784,2441,59,296,3989,6784,2.6145833333333335,0.4988207547169811
ASIANPAINT,2014,96.0,3943,249,3787,8075,2562,72,1424,4019,8075,2.59375,0.5001857585139319
ASIANPAINT,2015,96.0,4646,418,3754,8914,2660,196,1588,4471,8914,4.354166666666667,0.5319721785954677
ASIANPAINT,2016,96.0,6429,323,3711,10559,3416,107,2712,4324,10559,3.3645833333333335,0.6179562458566152
ASIANPAINT,2017,96.0,7508,560,4241,12405,3304,258,2652,6192,12405,5.833333333333333,0.6129786376461105
ASIANPAINT,2018,96.0,8314,533,4820,13763,3732,1405,2141,6485,13763,5.552083333333333,0.6110586354719174
ASIANPAINT,2019,96.0,9375,1320,5459,16249,6497,210,2569,6974,16249,13.75,0.5828666379469506
ASIANPAINT,2020,96.0,10034,1118,4889,16138,6272,140,2019,7707,16138,11.645833333333334,0.6277109926880654
ASIANPAINT,2021,96.0,12710,1093,6456,20355,5859,183,4737,9577,20355,11.385416666666666,0.6291328911815279
ASIANPAINT,2022,96.0,13716,1587,7560,22958,5519,426,3248,13765,22958,16.53125,0.6016203502047217
ASIANPAINT,2023,96.0,15896,1933,7854,25779,5770,1020,4262,14728,25779,20.135416666666668,0.6203498972031498
ASIANPAINT,2024,96.0,18632,2474,8698,29901,7147,2698,4588,15468,29901,25.770833333333332,0.6263335674392161
ASIANPAINT,2024,96.0,17928,2516,8934,29474,7879,2272,3695,15629,29474,26.208333333333332,0.611522019406935
ATGL,2018,257.0,759,1345,442,2803,897,102,180,1624,2803,5.233463035019455,0.3624687834463075
ATGL,2019,110.0,992,394,552,2048,980,190,176,701,2048,3.581818181818182,0.5380859375
ATGL,2020,110.0,1361,428,577,2476,1198,342,282,655,2476,3.890909090909091,0.5941033925686591
ATGL,2021,110.0,1824,529,741,3204,1379,696,417,711,3204,4.8090909090909095,0.6036204744069913
ATGL,2022,110.0,2306,1035,964,4415,1733,1171,634,878,4415,9.409090909090908,0.5472253680634201
ATGL,2023,110.0,2831,1422,1282,5645,2335,1619,682,1010,5645,12.927272727272728,0.520992028343667
ATGL,2024,110.0,3470,1557,1454,6592,3174,1502,706,1209,6592,14.154545454545454,0.5430825242718447
ATGL,2024,110.0,3801,1457,1474,6842,3421,1527,922,974,6842,13.245454545454546,0.5716164864074832
AXISBANK,2013,468.0,32690,296254,11145,340558,2245,142,113378,224792,340558,633.0213675213676,0.09736373833532026
AXISBANK,2014,470.0,37926,333280,14674,386350,2346,102,113093,270810,386350,709.1063829787234,0.09938138993140934
AXISBANK,2015,474.0,44475,406638,15656,467243,2447,105,118527,346164,467243,857.8860759493671,0.09620047812380282
AXISBANK,2016,477.0,53082,472150,20678,546387,3358,216,131399,411414,546387,989.832285115304,0.09802392809492173
AXISBANK,2017,479.0,55901,527437,27644,611462,3518,292,129018,478633,611462,1101.1210855949896,0.0922052392462655
AXISBANK,2018,513.0,63694,611425,28071,703703,3697,352,153037,546618,703703,1191.8615984405458,0.09124161755740703
AXISBANK,2019,514.0,67288,711996,34248,814046,3842,288,174056,635860,814046,1385.2062256809338,0.08329013348140031
AXISBANK,2020,564.0,85776,797337,44194,927872,3912,483,155282,768196,927872,1413.718085106383,0.09305162781073252
AXISBANK,2021,613.0,102981,850551,46859,1001005,4501,118,225336,771050,1001005,1387.5220228384992,0.10348999255747973
AXISBANK,2022,614.0,117647,1020943,56576,1195779,4753,215,274608,916203,1195779,1662.773615635179,0.0988987095441549
AXISBANK,2023,615.0,129166,1152038,62598,1344418,5000,142,288095,1051181,1344418,1873.2325203252033,0.0965332210666623
AXISBANK,2024,617.0,156406,1295302,65913,1518239,5860,267,332354,1179758,1518239,2099.354943273906,0.10342442790627826
BAJAJ-AUTO,2013,289.0,7776,116,4461,12642,2355,294,6059,3934,12642,0.4013840830449827,0.637952855560829
BAJAJ-AUTO,2014,289.0,9878,59,5081,15308,2660,144,8448,4056,15308,0.2041522491349481,0.6641625293963941
BAJAJ-AUTO,2015,289.0,10806,112,4758,15966,2448,255,8985,4277,15966,0.3875432525951557,0.6949141926594012
BAJAJ-AUTO,2016,289.0,13731,118,3102,17240,2026,52,11067,4095,17240,0.4083044982698962,0.8132250580046404
BAJAJ-AUTO,2017,289.0,17567,120,3661,21638,2002,42,15477,4117,21638,0.41522491349480967,0.8252148997134671
BAJAJ-AUTO,2018,289.0,20136,121,4595,25141,1878,56,18895,4312,25141,0.4186851211072664,0.812417962690426
BAJAJ-AUTO,2019,289.0,22944,125,5476,28834,1764,48,20603,6420,28834,0.43252595155709345,0.8057501560657557
BAJAJ-AUTO,2020,289.0,21373,126,4722,26510,1699,60,19914,4837,26510,0.4359861591695502,0.8171256129762354
BAJAJ-AUTO,2021,289.0,26984,121,6207,33602,1668,16,24687,7232,33602,0.4186851211072664,0.8116481161835605
BAJAJ-AUTO,2022,289.0,29570,123,5129,35111,1836,77,26634,6564,35111,0.42560553633217996,0.8504172481558486
BAJAJ-AUTO,2023,283.0,29079,124,5651,35136,2842,85,26183,6026,35136,0.4381625441696113,0.8356671220400729
BAJAJ-AUTO,2024,279.0,28683,1912,8470,39344,3217,35,28087,8005,39344,6.853046594982079,0.7361224074827165
BAJAJ-AUTO,2024,279.0,30700,5245,9618,45842,3214,141,28552,13934,45842,18.799283154121863,0.675777671131277
BAJAJFINSV,2013,80.0,7722,12991,44578,65370,1208,2,43251,20910,65370,162.3875,0.11935138442710723
BAJAJFINSV,2014,80.0,9232,19507,45565,74383,1262,1,45314,27805,74383,243.8375,0.12518989554064772
BAJAJFINSV,2015,80.0,11009,26312,50827,88228,1261,3,51367,35598,88228,328.9,0.12568572335313052
BAJAJFINSV,2016,80.0,13519,36062,54290,103951,1274,11,53698,48969,103951,450.775,0.130821252320805
BAJAJFINSV,2017,80.0,16071,48282,64181,128614,1645,4,62658,64306,128614,603.525,0.12557730884662635
BAJAJFINSV,2018,80.0,20403,65695,75337,161514,1792,28,69428,90266,161514,821.1875,0.1268187277883032
BAJAJFINSV,2019,80.0,23660,99754,84934,208428,2097,66,81679,124587,208428,1246.925,0.11390024372924942
BAJAJFINSV,2020,80.0,31222,127212,92791,251304,3216,45,91821,156223,251304,1590.15,0.12455830388692579
BAJAJFINSV,2021,80.0,35750,128461,115554,279845,3182,129,113654,162879,279845,1605.7625,0.12803516232199968
BAJAJFINSV,2022,80.0,40167,161179,131987,333413,3586,113,119222,210493,333413,2014.7375,0.12071214979619871
BAJAJFINSV,2023,159.0,46248,212265,146729,405401,4336,191,136176,264698,405401,1335.0,0.11447184392737068
BAJAJFINSV,2024,159.0,60169,288933,188154,537415,5455,220,168385,363355,537415,1817.188679245283,0.11225589162937395
BAJAJFINSV,2024,160.0,68165,318675,214195,601195,6048,105,185250,409792,601195,1991.71875,0.11364864977253636
BAJAJHLDNG,2013,111.0,10234,0,430,10775,532,0,9577,666,10775,0.0,0.960092807424594
BAJAJHLDNG,2014,111.0,11888,0,449,12448,532,0,11325,592,12448,0.0,0.9639299485861182
BAJAJHLDNG,2015,111.0,13282,0,500,13893,544,0,13078,271,13893,0.0,0.9640106528467574
BAJAJHLDNG,2016,111.0,15182,0,178,15472,544,0,13276,1651,15472,0.0,0.9884307135470527
BAJAJHLDNG,2017,111.0,17707,0,71,17889,222,0,17364,302,17889,0.0,0.9960310805522947
BAJAJHLDNG,2018,111.0,25090,0,68,25269,215,0,24575,478,25269,0.0,0.9973089556373422
BAJAJHLDNG,2019,111.0,26841,0,56,27008,193,0,26257,558,27008,0.0,0.9979265402843602
BAJAJHLDNG,2020,111.0,27652,168,4797,32729,374,0,32068,287,32729,1.5135135135135136,0.8482691191298237
BAJAJHLDNG,2021,111.0,37056,136,8186,45490,342,0,44914,234,45490,1.2252252252252251,0.8170367113651352
BAJAJHLDNG,2022,111.0,42731,114,10632,53588,310,0,52964,314,53588,1.027027027027027,0.7994700306038666
BAJAJHLDNG,2023,111.0,44071,93,8913,53188,278,0,52555,355,53188,0.8378378378378378,0.8306760923516583
BAJAJHLDNG,2024,111.0,54136,63,10851,65161,244,0,64715,203,65161,0.5675675675675675,0.8325071745369163
BAJAJHLDNG,2024,111.0,59712,47,12662,72533,227,0,71252,1054,72533,0.42342342342342343,0.8247694153006218
BAJFINANCE,2015,50.0,4750,26655,1325,32780,252,0,326,32201,32780,533.1,0.1464307504575961
BAJFINANCE,2016,54.0,7373,37025,2522,46973,290,0,1029,45654,46973,685.6481481481482,0.15811210695505928
BAJFINANCE,2017,109.0,9491,49250,4881,63731,366,0,4070,59295,63731,451.8348623853211,0.15063312987400165
BAJFINANCE,2018,115.0,15733,66557,2393,84798,470,0,3139,81189,84798,578.7565217391304,0.18689120026415718
BAJFINANCE,2019,115.0,19582,101588,2948,124233,695,0,8599,114939,124233,883.3739130434783,0.1585488557790603
BAJFINANCE,2020,120.0,32208,129806,2257,164391,1321,0,17544,145526,164391,1081.7166666666667,0.19665310144715953
BAJFINANCE,2021,120.0,36798,131634,2918,171470,1316,51,18397,151707,171470,1096.95,0.21530296844929142
BAJFINANCE,2022,121.0,43592,165232,3562,212506,1716,34,12246,198510,212506,1365.5537190082644,0.2057024272255842
BAJFINANCE,2023,121.0,54251,216690,4164,275226,2308,80,22752,250087,275226,1790.8264462809918,0.19755401015892393
BAJFINANCE,2024,124.0,76572,293346,5700,375742,3250,43,30881,341568,375742,2365.6935483870966,0.20411878363345062
BAJFINANCE,2024,124.0,86679,324218,9635,420656,3423,29,31036,386167,420656,2614.6612903225805,0.20635150812064965
BANKBARODA,2013,423.0,32859,509192,16914,559387,2550,0,125617,431220,559387,1203.7635933806146,0.05949727111999385
BANKBARODA,2014,431.0,37416,616973,21284,676104,2849,0,122113,551142,676104,1431.491879350348,0.05597807437908961
BANKBARODA,2015,444.0,41574,665483,26465,733966,2978,0,124739,606248,733966,1498.8355855855855,0.05724788341694302
BANKBARODA,2016,462.0,42041,620536,28134,691173,6359,0,128894,555920,691173,1343.1515151515152,0.06149401090609732
BANKBARODA,2017,462.0,42605,648499,27649,719216,5930,0,140716,572570,719216,1403.6774891774892,0.05988048096816533
BANKBARODA,2018,530.0,46036,672311,28919,747796,5532,0,175137,567126,747796,1268.511320754717,0.062270993693467204
BANKBARODA,2019,530.0,54466,734456,30217,819670,7368,0,195716,616586,819670,1385.766037735849,0.06709529444776556
BANKBARODA,2020,925.0,75179,1068981,54850,1199935,9268,0,289727,900941,1199935,1155.6551351351352,0.06342343543608613
BANKBARODA,2021,1036.0,81354,1067173,53104,1202667,8441,0,281859,912367,1202667,1030.0897683397684,0.06850607857370328
BANKBARODA,2022,1036.0,90833,1185331,62922,1340121,11098,1,347587,981435,1340121,1144.1418918918919,0.06855276501151762
BANKBARODA,2023,1036.0,104019,1342592,78224,1525871,9865,3,397487,1118516,1525871,1295.938223938224,0.06884920153800682
BANKBARODA,2024,1036.0,118677,1453761,81302,1654775,9054,6,407136,1238579,1654775,1403.2442084942086,0.07234397425631883
BEL,2013,2.0,4,24,15,45,12,0,0,33,45,12.0,0.13333333333333333
BEL,2014,2.0,5,21,18,46,7,0,0,39,46,10.5,0.15217391304347827
BEL,2015,2.0,5,26,16,49,6,0,0,43,49,13.0,0.14285714285714285
BEL,2016,9.0,3,25,15,52,6,0,0,46,52,2.7777777777777777,0.23076923076923078
BEL,2017,9.0,6,29,32,77,6,0,0,71,77,3.2222222222222223,0.19480519480519481
BEL,2018,10.0,21,48,42,121,11,0,0,110,121,4.8,0.256198347107438
BEL,2019,11.0,38,47,30,126,11,0,0,114,126,4.2727272727272725,0.3888888888888889
BEL,2020,11.0,44,44,23,122,14,0,0,108,122,4.0,0.45081967213114754
BEL,2021,11.0,48,49,43,152,15,1,0,136,152,4.454545454545454,0.3881578947368421
BEL,2022,11.0,58,58,35,163,17,0,0,145,163,5.2727272727272725,0.4233128834355828
BEL,2023,11.0,64,39,29,144,17,0,0,126,144,3.5454545454545454,0.5208333333333334
BEL,2024,11.0,73,43,33,161,18,0,1,142,161,3.909090909090909,0.5217391304347826
BEL,2024,11.0,80,78,55,225,34,1,1,190,225,7.090909090909091,0.40444444444444444
BHARTIARTL,2013,1899.0,48423,66736,40912,157970,125674,2992,7710,21594,157970,35.14270668773038,0.318554155852377
BHARTIARTL,2014,1999.0,57757,75896,45840,181492,140614,0,15531,25347,181492,37.96698349174587,0.3292486721177793
BHARTIARTL,2015,1999.0,37778,83415,58747,181939,124279,17415,10752,29494,181939,41.72836418209105,0.21862822154678216
BHARTIARTL,2016,1999.0,64771,100646,57056,224472,172293,5702,11977,34500,224472,50.348174087043525,0.29745357995652016
BHARTIARTL,2017,1999.0,65458,107288,57578,232322,178235,10838,14339,28910,232322,53.67083541770885,0.29035993147441913
BHARTIARTL,2018,1999.0,67536,111334,68653,249521,187200,9751,16159,36411,249521,55.694847423711856,0.2786739392676368
BHARTIARTL,2019,1999.0,69424,125428,77176,274026,200832,9634,15711,47850,274026,62.745372686343174,0.2606431506499383
BHARTIARTL,2020,2728.0,74417,148228,133718,359091,229256,4282,25476,100077,359091,54.33577712609971,0.21483412282680434
BHARTIARTL,2021,2746.0,56207,162785,122679,344417,223480,5726,27550,87661,344417,59.28077203204661,0.17116750915314866
BHARTIARTL,2022,2795.0,63759,169678,124975,361207,244083,5955,29349,81820,361207,60.707692307692305,0.18425445797008363
BHARTIARTL,2023,2837.0,74726,226020,140974,444557,277394,49425,32954,84784,444557,79.66866408177653,0.1744725648229586
BHARTIARTL,2024,2877.0,79742,215592,144408,442019,303303,16904,31602,90210,442019,74.9363920750782,0.18691277976738557
BHARTIARTL,2024,2896.0,84202,225541,148344,460982,330199,8753,34438,87592,460982,77.88017955801105,0.1889401321526654
BHEL,2013,490.0,30059,2698,38572,71818,4667,2467,6,64679,71818,5.506122448979592,0.42536689966303715
BHEL,2014,490.0,32681,4693,37468,75331,4729,2931,6,67665,75331,9.577551020408164,0.4403366475952795
BHEL,2015,490.0,33717,1889,34887,70983,4230,2614,6,64134,70983,3.8551020408163263,0.48190411788738147
BHEL,2016,490.0,31825,211,33051,65577,3969,318,796,60494,65577,0.4306122448979592,0.4927794806105799
BHEL,2017,490.0,31899,156,29153,61698,3601,168,757,57171,61698,0.3183673469387755,0.5249602904470161
BHEL,2018,734.0,31601,110,31495,63940,3073,203,429,60235,63940,0.14986376021798364,0.5057084766969033
BHEL,2019,696.0,30208,2598,30987,64490,2970,235,152,61132,64490,3.7327586206896552,0.47920607846177704
BHEL,2020,696.0,27964,5080,26550,60291,2817,314,162,56998,60291,7.2988505747126435,0.4753611650163374
BHEL,2021,696.0,25287,4951,25025,55960,2491,420,185,52864,55960,7.113505747126437,0.464313795568263
BHEL,2022,696.0,25810,4830,25654,56991,2398,431,205,53956,56991,6.939655172413793,0.46509097927742976
BHEL,2023,696.0,23682,5454,27832,57664,2476,354,235,54599,57664,7.836206896551724,0.4227594339622642
BHEL,2024,696.0,23742,8856,26493,59788,2574,308,256,56650,59788,12.724137931034482,0.40874422961129325
BHEL,2024,696.0,23503,9128,28466,61793,2571,311,267,58645,61793,13.114942528735632,0.39161393685368895
BOSCHLTD,2012,31.0,5542,230,2098,7902,863,408,1529,5102,7902,7.419354838709677,0.705264490002531
BOSCHLTD,2013,31.0,6263,183,2414,8891,938,440,2202,5311,8891,5.903225806451613,0.707906872117872
BOSCHLTD,2015,31.0,7316,111,2973,10431,968,276,2890,6298,10431,3.5806451612903225,0.7043428242737992
BOSCHLTD,2016,31.0,9504,50,2848,12433,1149,151,4628,6505,12433,1.6129032258064515,0.7669106410359527
BOSCHLTD,2017,30.0,8769,0,3000,11800,1514,129,3927,6231,11800,0.0,0.7456779661016949
BOSCHLTD,2018,30.0,9951,0,3946,13927,1318,313,5240,7056,13927,0.0,0.716665469950456
BOSCHLTD,2019,30.0,9097,0,3583,12710,1176,644,4054,6836,12710,0.0,0.7180959874114871
BOSCHLTD,2020,30.0,9240,74,3977,13320,1342,487,4042,7450,13320,2.466666666666667,0.6959459459459459
BOSCHLTD,2021,30.0,9793,54,4898,14774,1241,488,5157,7888,14774,1.8,0.6648842561256261
BOSCHLTD,2022,30.0,10658,73,4650,15410,1211,606,5528,8066,15410,2.433333333333333,0.6935756002595717
BOSCHLTD,2023,30.0,10983,53,5194,16259,1731,366,5023,9140,16259,1.7666666666666666,0.677347930377022
BOSCHLTD,2024,30.0,12034,39,5252,17355,1770,224,5125,10236,17355,1.3,0.6951310861423221
BOSCHLTD,2024,30.0,12708,31,5752,18521,1653,282,5821,10766,18521,1.0333333333333334,0.6877598401814157
BPCL,2013,723.0,16052,33157,29696,79628,24721,7463,7470,39974,79628,45.86030428769018,0.21066710202441352
BPCL,2014,723.0,18717,33152,35868,88460,27580,9372,6985,44523,88460,45.85338865836791,0.2197603436581506
BPCL,2015,723.0,21839,25492,38268,86322,29109,15787,7712,33714,86322,35.25864453665284,0.26137021848427977
BPCL,2016,656.0,27138,23388,35241,86422,25358,17459,9401,34203,86422,35.65243902439025,0.3216079239082641
BPCL,2017,1311.0,29508,35725,42541,109086,33684,16834,21327,37241,109086,27.25019069412662,0.2825202134096034
BPCL,2018,1967.0,34652,37659,46078,120356,45539,9875,23725,41217,120356,19.145399084900863,0.30425570806607066
BPCL,2019,1967.0,36798,44839,53322,136926,49315,13654,24907,49050,136926,22.7956278596848,0.28310912463666504
BPCL,2020,1967.0,34565,65476,48852,150860,60175,17757,27029,45900,150860,33.28723945094052,0.24215829245658227
BPCL,2021,2093.0,51462,54532,52891,160978,64098,17037,26768,53075,160978,26.054467271858577,0.3326852116438271
BPCL,2022,2129.0,49776,64534,71089,187529,83901,15433,23616,64578,187529,30.311883513386565,0.2767838574300508
BPCL,2023,2129.0,51393,69376,65210,188109,86675,16249,26778,58406,188109,32.58619069985909,0.2845265245150418
BPCL,2024,2136.0,73499,54599,72184,202418,86798,20204,26631,68785,202418,25.56132958801498,0.37365748105405644
BPCL,2024,4273.0,72835,58880,75238,211226,100261,9127,27239,74599,211226,13.779545986426399,0.36504975713217125
BRITANNIA,2013,24.0,534,380,946,1883,737,147,108,891,1883,15.833333333333334,0.2963356346255975
BRITANNIA,2014,24.0,774,150,1159,2107,848,107,198,954,2107,6.25,0.3787375415282392
BRITANNIA,2015,24.0,1221,145,1403,2793,844,48,518,1383,2793,6.041666666666667,0.44575725026852847
BRITANNIA,2016,24.0,2068,131,1271,3494,950,90,788,1665,3494,5.458333333333333,0.5987406983400114
BRITANNIA,2017,24.0,2672,125,1288,4109,1160,30,487,2432,4109,5.208333333333333,0.6561207106351911
BRITANNIA,2018,24.0,3382,201,1581,5188,1346,203,1079,2560,5188,8.375,0.656515034695451
BRITANNIA,2019,24.0,4229,156,1829,6238,1688,101,1476,2972,6238,6.5,0.6817890349470984
BRITANNIA,2020,24.0,4379,1538,1889,7830,1878,40,2893,3019,7830,64.08333333333333,0.5623243933588761
BRITANNIA,2021,24.0,3524,2122,2331,8000,1793,117,2781,3310,8000,88.41666666666667,0.4435
BRITANNIA,2022,24.0,2534,2481,2487,7527,1753,536,1762,3475,7527,103.375,0.3398432310349409
BRITANNIA,2023,24.0,3510,2997,2819,9351,2655,105,3324,3266,9351,124.875,0.3779274943856272
BRITANNIA,2024,24.0,3917,2065,3065,9072,2771,188,2767,3346,9072,86.04166666666667,0.43441358024691357
BRITANNIA,2024,24.0,3186,2754,3503,9467,2950,56,2368,4092,9467,114.75,0.3390725678673286
CANBK,2013,443.0,24733,376040,18108,419324,2883,1,127534,288907,419324,848.8487584650113,0.06003949213496008
CANBK,2014,461.0,29715,447913,23000,501090,6661,1,135445,358982,501090,971.6117136659436,0.06022071883294418
CANBK,2015,475.0,32017,499488,26578,558558,6969,1,152122,399466,558558,1051.5536842105264,0.058171219461542044
CANBK,2016,543.0,31867,506712,24603,563725,7206,0,152470,404049,563725,933.171270718232,0.05749257173267107
CANBK,2017,597.0,34088,534858,26615,596159,7185,0,162073,426901,596159,895.9095477386935,0.05818078734029009
CANBK,2018,733.0,36164,563756,30781,631435,8335,0,157444,465657,631435,769.1077762619373,0.058433567984036365
CANBK,2019,753.0,36936,640166,33928,711783,8433,0,168678,534672,711783,850.1540504648075,0.052950126653769476
CANBK,2020,1030.0,40176,668170,32064,741440,8323,0,192645,540472,741440,648.7087378640776,0.055575636599050494
CANBK,2021,1647.0,60763,1060998,56132,1179540,11269,2,286191,882077,1179540,644.2003642987249,0.05291045661868186
CANBK,2022,1814.0,68147,1132626,56202,1258789,11447,2,311347,935992,1258789,624.380374862183,0.05557801982699245
CANBK,2023,1814.0,76240,1237160,65816,1381030,10334,0,352893,1017803,1381030,682.0066152149944,0.05651868532906599
CANBK,2024,1814.0,90319,1369780,73104,1535018,12331,0,399207,1123480,1535018,755.1157662624036,0.060020794544428796
CHOLAFIN,2013,143.0,1809,15269,1007,18228,73,0,172,17984,18228,106.77622377622377,0.10708799648891815
CHOLAFIN,2014,143.0,2144,18075,1182,21544,74,0,39,21431,21544,126.3986013986014,0.1061548458967694
CHOLAFIN,2015,144.0,2531,19950,1243,23868,69,0,25,23775,23868,138.54166666666666,0.1120747444276856
CHOLAFIN,2016,156.0,3514,22546,1673,27889,120,0,16,27753,27889,144.52564102564102,0.1315931012227043
CHOLAFIN,2017,156.0,4142,24071,2230,30598,150,0,182,30266,30598,154.30128205128204,0.14046669716974966
CHOLAFIN,2018,156.0,4969,38330,711,44167,170,4,23,43970,44167,245.7051282051282,0.11603686009916907
CHOLAFIN,2019,156.0,6052,50567,715,57490,167,14,42,57267,57490,324.1474358974359,0.10798399721690728
CHOLAFIN,2020,164.0,8036,55005,853,64058,283,11,33,63732,64058,335.3963414634146,0.1280089918511349
CHOLAFIN,2021,164.0,9436,63730,1314,74644,228,10,1583,72823,74644,388.5975609756098,0.12861047103585016
CHOLAFIN,2022,164.0,11605,69174,1536,82478,259,37,2055,80127,82478,421.7926829268293,0.14269259681369578
CHOLAFIN,2023,164.0,14182,97358,1923,113627,403,60,3562,109602,113627,593.6463414634146,0.12625520342876254
CHOLAFIN,2024,168.0,19425,134475,2618,156686,1563,13,4036,151075,156686,800.4464285714286,0.12504627088572048
CHOLAFIN,2024,168.0,21243,157943,2591,181945,1669,0,5787,174489,181945,940.1369047619048,0.11767841930253647
CIPLA,2013,161.0,8858,967,1672,11658,3610,378,2532,5138,11658,6.0062111801242235,0.7736318407960199
CIPLA,2014,161.0,9890,1248,2102,13400,6496,442,709,5753,13400,7.751552795031056,0.7500746268656716
CIPLA,2015,161.0,10641,1703,3166,15670,6830,581,640,7620,15670,10.577639751552795,0.6893426930440332
CIPLA,2016,161.0,11356,5202,4331,21049,9368,2061,759,8862,21049,32.31055900621118,0.5471518836999383
CIPLA,2017,161.0,12383,4113,4213,20869,9492,1683,973,8721,20869,25.546583850931675,0.6010829459964541
CIPLA,2018,161.0,14068,4098,4346,22673,9950,981,1259,10483,22673,25.453416149068325,0.6275746482600449
CIPLA,2019,161.0,14851,4316,4433,23762,9608,676,2554,10923,23762,26.80745341614907,0.63176500294588
CIPLA,2020,161.0,15602,2816,4843,23423,9683,825,1471,11444,23423,17.490683229813666,0.6729710113990522
CIPLA,2021,161.0,18165,2014,4514,24855,9516,969,2710,11661,24855,12.509316770186336,0.7373164353248843
CIPLA,2022,161.0,20680,1056,4960,26857,9683,766,2551,13857,26857,6.559006211180124,0.7759988085043006
CIPLA,2023,161.0,23246,803,5089,29300,9160,1093,3662,15384,29300,4.987577639751553,0.7988737201365188
CIPLA,2024,161.0,26545,559,5267,32533,9607,1153,5449,16323,32533,3.472049689440994,0.8208895582946547
CIPLA,2024,162.0,28201,461,5832,34655,10342,1097,4995,18221,34655,2.845679012345679,0.8184388977059588
