company_id,fiscal_year,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,net_margin,operating_margin
JSWSTEEL,2022.0,146371,107257,39114.0,27.0,1600,4968,6001,29745,30.0,20938,85.0,25.0,0.14304746158733628,0.26722506507436583
JSWSTEEL,2023.0,165960,147490,18470.0,11.0,1561,6902,7474,5655,27.0,4139,17.0,25.0,0.024939744516751024,0.11129187756085804
JSWSTEEL,2024.0,175006,146849,28157.0,16.0,1500,8105,8172,13380,33.0,8973,36.0,25.0,0.05127252779904689,0.16089162657280323
JSWSTEEL,,170274,147796,22478.0,13.0,267,8380,9006,5359,,3312,14.0,,0.01945100250184996,0.1320107591294032
KOTAKBANK,2013.0,10838,6024,6603.0,-1789.0,-17,5112,179,3144,30.0,2238,15.0,2.0,0.20649566340653258,0.6092452482007751
KOTAKBANK,2014.0,11986,6312,7053.0,-1379.0,-12,5282,208,3695,32.0,2527,16.0,2.0,0.21082930085099283,0.5884365092608043
KOTAKBANK,2015.0,13319,6966,9718.0,-3366.0,-25,8152,237,4550,33.0,3105,20.0,2.0,0.23312561003078308,0.7296343569337037
KOTAKBANK,2016.0,20402,11123,11541.0,-2263.0,-11,7631,345,5024,32.0,3524,19.0,3.0,0.17272816390549947,0.5656798353102637
KOTAKBANK,2017.0,22324,11458,14832.0,-3965.0,-18,11660,362,7332,32.0,5019,27.0,2.0,0.22482530012542556,0.66439706145852
KOTAKBANK,2018.0,25131,12467,16805.0,-4141.0,-16,13682,383,9158,33.0,6258,33.0,2.0,0.24901516055867257,0.6686960327881899
KOTAKBANK,2019.0,29831,15187,19758.0,-5114.0,-17,16148,458,10576,33.0,7204,38.0,2.0,0.24149374811437765,0.662331132043847
KOTAKBANK,2020.0,33474,15901,22578.0,-5005.0,-15,16892,465,11422,25.0,8593,45.0,0.0,0.25670669773555593,0.6744936368524825
KOTAKBANK,2021.0,32820,12967,29812.0,-9958.0,-30,23588,461,13168,25.0,9990,50.0,2.0,0.30438756855575866,0.9083485679463742
KOTAKBANK,2022.0,33741,11554,30699.0,-8512.0,-25,24941,480,15948,25.0,12089,61.0,2.0,0.3582881360955514,0.9098426246999199
KOTAKBANK,2023.0,42151,14411,33485.0,-5746.0,-14,25991,599,19646,25.0,14925,75.0,2.0,0.3540841261180043,0.7944058266707789
KOTAKBANK,2024.0,56237,22567,47052.0,-13382.0,-24,38037,792,23863,25.0,18213,92.0,2.0,0.32386151466116614,0.8366733645109092
KOTAKBANK,,64053,27327,50872.0,-14146.0,-22,43559,0,29413,,22530,113.0,,0.35173996534120183,0.7942172888077061
LICI,2019.0,571508,565587,5920.0,1.0,2615,0,336,8199,68.0,2627,,2.0,0.004596611071061123,0.010358560160137741
LICI,2020.0,628043,634989,-6947.0,-1.0,20870,0,379,13544,80.0,2710,,2.0,0.0043149911709867,-0.011061344525772917
LICI,2021.0,690914,691166,-252.0,0.0,12820,0,417,12151,76.0,2974,7.0,0.0,0.0043044431000095525,-0.0003647342505724301
LICI,2022.0,723606,720280,3326.0,0.0,9248,0,436,12138,66.0,4125,57.0,23.0,0.005700616081127022,0.004596424020806903
LICI,2023.0,784628,750420,34207.0,4.0,7800,77,466,41463,13.0,35997,65.0,5.0,0.04587779176883822,0.043596455900120824
LICI,2024.0,845966,813188,32779.0,4.0,14829,128,466,47014,13.0,40916,66.0,15.0,0.04836600998148862,0.0387474201090824
LICI,,896106,870255,25851.0,3.0,16250,0,0,42102,,41468,,,0.046275775410498314,0.028848149660866015
LODHA,2011.0,2173,1663,510.0,23.0,145,283,17,355,26.0,264,6.0,0.0,0.12149102623101703,0.23469857340082834
LODHA,2012.0,2954,2229,724.0,25.0,124,254,37,556,32.0,381,9.0,0.0,0.12897765741367637,0.24509140148950576
LODHA,2015.0,6236,4769,1467.0,24.0,423,492,128,1269,37.0,798,18.0,0.0,0.12796664528543938,0.23524695317511224
LODHA,2016.0,8249,6123,2126.0,26.0,510,988,450,1198,41.0,703,16.0,0.0,0.0852224512062068,0.25772820947993696
LODHA,2017.0,7926,6313,1614.0,20.0,584,736,460,1001,42.0,584,13.0,0.0,0.07368155437799646,0.2036336109008327
LODHA,2018.0,9677,7995,1682.0,17.0,285,390,395,1182,33.0,794,10.0,0.0,0.0820502221762943,0.17381419861527334
LODHA,2019.0,11907,8728,3179.0,27.0,72,568,194,2489,34.0,1644,21.0,0.0,0.1380700428319476,0.26698580666834637
LODHA,2020.0,12443,10526,1917.0,15.0,119,740,292,1003,26.0,742,9.0,0.0,0.0596319215623242,0.15406252511452223
LODHA,2021.0,5449,4066,1383.0,25.0,-140,1136,73,33,-44.0,48,1.0,0.0,0.00880895577170123,0.2538080381721417
LODHA,2022.0,9233,7047,2186.0,24.0,293,688,75,1716,30.0,1208,12.0,20.0,0.1308350481966858,0.23675944979963176
LODHA,2023.0,9470,7406,2064.0,22.0,-1037,482,93,452,-8.0,490,5.0,14.0,0.05174234424498416,0.21795142555438227
LODHA,2024.0,10316,7651,2665.0,26.0,48,482,204,2028,23.0,1554,16.0,,0.15063978286157426,0.25833656455990694
LODHA,,13574,9761,3812.0,28.0,260,514,311,3248,,2511,25.0,,0.18498600265212908,0.28083100044202153
LT,2013.0,74426,63032,11394.0,15.0,2523,4642,1637,7638,31.0,5291,38.0,22.0,0.07109074785693172,0.15309166151613685
LT,2014.0,85054,70968,14086.0,17.0,1337,6494,1446,7483,35.0,4885,35.0,27.0,0.05743410068897406,0.16561243445340607
LT,2015.0,91929,76245,15684.0,17.0,1422,7266,2623,7217,31.0,4966,34.0,32.0,0.05401995017894244,0.1706099272264465
LT,2016.0,101122,85637,15486.0,15.0,1219,6899,1787,8020,30.0,4592,31.0,40.0,0.0454104942544649,0.15314174956982654
LT,2017.0,109312,92691,16620.0,15.0,1466,6829,2370,8887,23.0,6486,43.0,22.0,0.05933474824355972,0.1520418618266979
LT,2018.0,119683,99572,20111.0,17.0,1465,7714,2223,11639,27.0,8004,53.0,30.0,0.06687666585897746,0.168035560605934
LT,2019.0,135220,112354,22866.0,17.0,2701,9339,1923,14305,28.0,10217,63.0,28.0,0.07555834935660405,0.16910220381600355
LT,2020.0,145452,120899,24553.0,17.0,3015,11021,2462,14086,23.0,10894,68.0,26.0,0.07489756070731238,0.16880482908450897
LT,2021.0,135979,112519,23460.0,17.0,8111,11750,2904,16918,24.0,12921,82.0,44.0,0.09502202545981364,0.17252664014296326
LT,2022.0,156521,132207,24314.0,16.0,2364,9235,2948,14495,29.0,10419,62.0,36.0,0.06656614767347513,0.155340177995285
LT,2023.0,183341,156175,27166.0,15.0,2891,9445,3502,17109,26.0,12531,75.0,32.0,0.06834805089968965,0.14817198553515035
LT,2024.0,221113,191248,29865.0,14.0,3847,9512,3682,20517,24.0,15547,95.0,36.0,0.07031246466738726,0.13506668535997432
LT,,238881,208066,30815.0,13.0,3995,9420,3964,21425,,16150,98.0,,0.06760688376220796,0.12899728316609524
LTIM,2013.0,3851,2981,870.0,23.0,22,21,123,749,25.0,562,174.0,54.0,0.14593612048818488,0.22591534666320437
LTIM,2014.0,4920,3773,1147.0,23.0,217,31,130,1204,17.0,996,309.0,55.0,0.20243902439024392,0.233130081300813
LTIM,2015.0,4978,3973,1005.0,20.0,99,10,158,936,18.0,769,238.0,63.0,0.15447971072719968,0.2018883085576537
LTIM,2016.0,5846,4819,1028.0,18.0,187,6,174,1035,19.0,836,49.0,72.0,0.14300376325692782,0.17584673280875812
LTIM,2017.0,6501,5271,1230.0,19.0,187,3,178,1236,21.0,971,57.0,29.0,0.14936163667128133,0.18920166128287955
LTIM,2018.0,7306,6119,1187.0,16.0,426,16,156,1442,23.0,1112,65.0,33.0,0.1522036682179031,0.1624692033944703
LTIM,2019.0,9446,7562,1883.0,20.0,302,11,147,2028,25.0,1516,87.0,32.0,0.16049121321194157,0.19934363751852635
LTIM,2020.0,10879,8849,2029.0,19.0,329,83,273,2003,24.0,1520,87.0,32.0,0.13971872414744002,0.18650611269418146
LTIM,2021.0,12370,9645,2725.0,22.0,274,79,332,2588,25.0,1938,111.0,36.0,0.15666936135812448,0.22029102667744543
LTIM,2022.0,26109,20860,5249.0,20.0,766,123,597,5294,25.0,3950,225.0,41.0,0.15128882760733847,0.20104178635719483
LTIM,2023.0,33183,27075,6108.0,18.0,557,150,723,5792,24.0,4410,149.0,40.0,0.13289937618660158,0.1840701564053883
LTIM,2024.0,35517,29130,6387.0,18.0,702,222,819,6049,24.0,4585,155.0,42.0,0.1290931103415266,0.17982937748120617
LTIM,,37129,30695,6434.0,17.0,946,280,968,6133,,4574,154.0,,0.12319211398098522,0.17328772657491448
M&M,2013.0,68693,59578,9116.0,13.0,841,2297,2080,5580,35.0,4129,33.0,19.0,0.06010801682849781,0.13270638929730832
M&M,2014.0,74001,63830,10170.0,14.0,773,2954,2170,5820,26.0,5154,38.0,18.0,0.06964770746341266,0.13743057526249644
M&M,2015.0,71448,62655,8793.0,12.0,800,3157,2124,4313,40.0,3381,25.0,23.0,0.04732112865300638,0.12306852536110179
M&M,2016.0,75841,65759,10082.0,13.0,1399,3368,2442,5672,37.0,3554,25.0,21.0,0.046861196450468746,0.13293601086483564
M&M,2017.0,83773,73038,10735.0,13.0,2077,3647,2813,6350,36.0,4051,30.0,22.0,0.0483568691583207,0.1281439127165077
M&M,2018.0,92094,78868,13226.0,14.0,4366,3987,3280,10326,23.0,7958,60.0,11.0,0.08641170977479531,0.14361413338545398
M&M,2019.0,104721,89514,15207.0,15.0,2676,5021,3991,8871,32.0,6017,43.0,17.0,0.05745743451647711,0.1452144269057782
M&M,2020.0,75382,65224,10158.0,13.0,885,6021,3367,1655,99.0,-321,1.0,205.0,-0.004258311002626622,0.1347536547186331
M&M,2021.0,74278,62791,11487.0,15.0,1152,6102,3378,3158,52.0,1512,15.0,54.0,0.02035596004200436,0.15464875198578315
M&M,2022.0,90171,75488,14683.0,16.0,3204,5018,3508,9362,23.0,7253,53.0,20.0,0.08043606037417796,0.1628350578345588
M&M,2023.0,121269,100983,20285.0,17.0,3961,5830,4357,14060,19.0,11374,83.0,18.0,0.09379148834409454,0.16727275725865637
M&M,2024.0,139078,114186,24892.0,18.0,3298,7488,4724,15978,23.0,12270,91.0,21.0,0.08822387437265419,0.17897870259854182
M&M,,145893,118688,27204.0,19.0,3365,8259,5007,17303,,13009,95.0,,0.08916808894189578,0.1864654232896712
MARUTI,2013.0,44304,39944,4361.0,10.0,797,198,1890,3070,20.0,2470,82.0,10.0,0.05575117370892019,0.09843355001805706
MARUTI,2014.0,44542,39232,5310.0,12.0,724,184,2116,3734,24.0,2854,94.0,13.0,0.06407435678685286,0.1192133267477886
MARUTI,2015.0,50801,43909,6892.0,14.0,817,218,2515,4976,24.0,3809,126.0,20.0,0.0749788389992323,0.1356666207358123
MARUTI,2016.0,57589,48565,9024.0,16.0,1464,82,2822,7585,28.0,5497,182.0,19.0,0.0954522565073191,0.1566965913629339
MARUTI,2017.0,68085,57664,10421.0,15.0,2399,89,2604,10127,26.0,7511,249.0,30.0,0.11031798487185136,0.15305867665418227
MARUTI,2018.0,79809,67692,12118.0,15.0,2155,346,2760,11167,29.0,7881,261.0,31.0,0.09874826147426982,0.15183751206004337
MARUTI,2019.0,86068,75012,11056.0,13.0,2664,76,3021,10624,28.0,7651,253.0,32.0,0.08889482734581959,0.12845656922433424
MARUTI,2020.0,75660,68305,7355.0,10.0,3410,134,3528,7103,20.0,5678,188.0,32.0,0.07504625958234205,0.0972112080359503
MARUTI,2021.0,70372,64961,5411.0,8.0,3046,102,3034,5321,18.0,4389,145.0,31.0,0.06236855567555278,0.07689137725231626
MARUTI,2022.0,88330,82578,5752.0,7.0,1861,127,2789,4697,17.0,3880,128.0,47.0,0.04392618589380731,0.0651194384693762
MARUTI,2023.0,118410,105288,13122.0,11.0,2415,252,4846,10438,21.0,8264,274.0,34.0,0.06979140275314585,0.1108183430453509
MARUTI,2024.0,141858,123232,18626.0,13.0,4248,194,5256,17424,23.0,13488,429.0,29.0,0.09508099648944719,0.13130031439890594
MARUTI,,145213,125446,19766.0,14.0,5002,212,5317,19240,,14021,446.0,,0.09655471617554902,0.1361172897743315
MOTHERSON,2013.0,25298,23819,1480.0,6.0,318,250,714,834,46.0,452,1.0,26.0,0.017867025061269665,0.05850264843070598
MOTHERSON,2014.0,30414,28017,2397.0,8.0,311,294,817,1596,31.0,1097,2.0,29.0,0.036068915630959424,0.07881238903136713
MOTHERSON,2015.0,34661,31817,2844.0,8.0,212,318,921,1817,29.0,1292,2.0,31.0,0.037275323851014106,0.082051873863997
MOTHERSON,2016.0,37216,33668,3548.0,10.0,177,345,1087,2293,23.0,1774,3.0,26.0,0.047667669819432504,0.09533533963886501
MOTHERSON,2017.0,42376,38204,4171.0,10.0,346,375,1059,3083,30.0,2172,3.0,18.0,0.0512554276005286,0.09842835567302247
MOTHERSON,2018.0,56303,51174,5128.0,9.0,125,411,1575,3267,31.0,2260,3.0,30.0,0.040139957018276114,0.0910786281370442
MOTHERSON,2019.0,63523,58174,5348.0,8.0,333,423,2058,3200,34.0,2098,3.0,29.0,0.03302740739574642,0.08418997843300852
MOTHERSON,2020.0,60729,56075,4654.0,8.0,642,593,2721,1983,-5.0,1294,2.0,40.0,0.021307777174002535,0.07663554479737852
MOTHERSON,2021.0,57370,53000,4370.0,8.0,568,512,2926,1500,34.0,1569,2.0,46.0,0.027348788565452326,0.07617221544361165
MOTHERSON,2022.0,63774,59060,4714.0,7.0,575,543,2958,1788,31.0,1182,1.0,34.0,0.01853419888982971,0.07391727036096214
MOTHERSON,2023.0,78788,72537,6251.0,8.0,70,781,3136,2405,31.0,1670,2.0,29.0,0.02119612123673656,0.07933949332385642
MOTHERSON,2024.0,98692,89370,9322.0,9.0,140,1811,3810,3840,21.0,3020,4.0,20.0,0.030600251286831758,0.09445547764763101
MOTHERSON,,109382,98908,10474.0,10.0,955,2061,4272,5095,,4123,6.0,,0.03769358761039294,0.09575615732021722
NAUKRI,2013.0,472,351,121.0,26.0,24,3,12,130,41.0,76,8.0,12.0,0.16101694915254236,0.2563559322033898
NAUKRI,2014.0,567,471,97.0,17.0,48,3,21,120,49.0,60,8.0,30.0,0.10582010582010581,0.1710758377425044
NAUKRI,2015.0,732,711,21.0,3.0,89,4,47,60,99.0,-14,2.0,150.0,-0.01912568306010929,0.028688524590163935
NAUKRI,2016.0,748,656,91.0,12.0,111,3,24,175,33.0,118,11.0,27.0,0.15775401069518716,0.12165775401069519
NAUKRI,2017.0,888,896,-9.0,-1.0,50,4,33,5,99.0,-43,-2.0,-230.0,-0.04842342342342342,-0.010135135135135136
NAUKRI,2018.0,988,769,219.0,22.0,401,5,30,585,14.0,501,42.0,13.0,0.507085020242915,0.2216599190283401
NAUKRI,2019.0,1151,1142,9.0,1.0,737,7,22,716,17.0,592,49.0,12.0,0.5143353605560382,0.007819287576020852
NAUKRI,2020.0,1312,1662,-350.0,-27.0,286,14,48,-126,95.0,-246,-19.0,-31.0,-0.1875,-0.26676829268292684
NAUKRI,2021.0,1128,1054,74.0,7.0,1584,11,45,1602,12.0,1418,110.0,7.0,1.2570921985815602,0.06560283687943262
NAUKRI,2022.0,1589,1143,446.0,28.0,13810,11,73,14200,9.0,12882,991.0,1.0,8.106985525487728,0.2806796727501573
NAUKRI,2023.0,2346,1997,348.0,15.0,-116,18,73,141,99.0,-70,-8.0,-228.0,-0.029838022165387893,0.1483375959079284
NAUKRI,2024.0,2536,1825,711.0,28.0,303,35,101,878,32.0,595,44.0,49.0,0.23462145110410096,0.28036277602523657
NAUKRI,,2662,1911,751.0,28.0,560,22,104,1185,,551,36.0,,0.20698722764838468,0.2821187077385425
NESTLEIND,2013.0,9101,7153,1948.0,21.0,97,37,330,1678,33.0,1117,12.0,42.0,0.1227337655202725,0.21404241292165696
NESTLEIND,2014.0,9855,7816,2039.0,21.0,87,14,338,1774,33.0,1185,12.0,51.0,0.1202435312024353,0.20690005073566717
NESTLEIND,2015.0,8175,6620,1555.0,19.0,-391,3,347,814,31.0,563,6.0,83.0,0.06886850152905198,0.19021406727828746
NESTLEIND,2016.0,9141,7292,1850.0,20.0,140,91,354,1545,35.0,1001,10.0,61.0,0.1095066185318893,0.20238485942457063
NESTLEIND,2017.0,10010,7913,2097.0,21.0,177,92,342,1839,33.0,1225,13.0,68.0,0.12237762237762238,0.20949050949050949
NESTLEIND,2018.0,11292,8675,2618.0,23.0,259,112,336,2429,34.0,1607,17.0,69.0,0.14231314204746723,0.2318455543747786
NESTLEIND,2019.0,12369,9443,2926.0,24.0,247,129,370,2673,26.0,1968,20.0,168.0,0.15910744603444094,0.23655913978494625
NESTLEIND,2020.0,13350,10149,3202.0,24.0,146,164,370,2813,26.0,2082,22.0,93.0,0.1559550561797753,0.2398501872659176
NESTLEIND,2021.0,14741,11178,3562.0,24.0,-112,202,391,2857,26.0,2118,22.0,91.0,0.14368089003459739,0.24163896614883656
NESTLEIND,2022.0,16897,13191,3706.0,22.0,107,155,403,3256,27.0,2391,25.0,89.0,0.14150440906669823,0.21932887494821565
NESTLEIND,2023.0,19126,14655,4471.0,23.0,116,119,429,4038,26.0,2999,31.0,56.0,0.15680225870542716,0.2337655547422357
NESTLEIND,2024.0,24394,18581,5813.0,24.0,159,145,538,5289,26.0,3933,41.0,79.0,0.1612281708616873,0.2382963023694351
NESTLEIND,,19786,15060,4726.0,24.0,297,113,452,4458,26.0,3323,34.0,,0.16794703325583746,0.23885575659557262
NHPC,2013.0,6381,2229,4152.0,65.0,1595,611,1241,3895,26.0,2873,2.0,28.0,0.4502429086350102,0.6506817113305124
NHPC,2014.0,7389,3047,4342.0,59.0,889,1203,1499,2529,35.0,1633,1.0,27.0,0.2210041954256327,0.5876302611990797
NHPC,2015.0,8221,3087,5134.0,62.0,1597,1296,1715,3718,25.0,2798,2.0,27.0,0.3403478895511495,0.6244982362243036
NHPC,2016.0,8354,3571,4783.0,57.0,1174,1160,1432,3365,30.0,2365,2.0,81.0,0.28309791716542976,0.5725401005506344
NHPC,2017.0,8623,3739,4884.0,57.0,2245,1133,1462,4535,23.0,3480,3.0,61.0,0.40357184274614405,0.5663922068885539
NHPC,2018.0,7755,3508,4248.0,55.0,1185,924,1469,3040,8.0,2785,2.0,57.0,0.3591231463571889,0.5477756286266925
NHPC,2019.0,8983,4002,4981.0,55.0,1733,896,1658,4159,32.0,2836,3.0,56.0,0.31570744740064566,0.5544918178782144
NHPC,2020.0,10008,4562,5446.0,54.0,311,877,1614,3266,-2.0,3345,3.0,52.0,0.3342326139088729,0.5441646682653877
NHPC,2021.0,9648,4371,5277.0,55.0,1087,577,1292,4495,20.0,3600,3.0,49.0,0.373134328358209,0.5469527363184079
NHPC,2022.0,9144,5131,4013.0,44.0,981,586,1190,3217,-17.0,3774,4.0,52.0,0.41272965879265094,0.43886701662292216
NHPC,2023.0,10607,4423,6184.0,58.0,743,475,1215,5237,19.0,4261,4.0,48.0,0.40171584802488924,0.5830112190063166
NHPC,2024.0,9632,4825,4807.0,50.0,2029,608,1184,5043,20.0,4028,4.0,53.0,0.4181893687707641,0.4990656146179402
NHPC,,9690,4675,5015.0,52.0,2094,718,1177,5213,20.0,3417,3.0,,0.3526315789473684,0.5175438596491229
NTPC,2013.0,71518,53370,18149.0,25.0,4777,2491,3823,16611,24.0,12586,13.0,38.0,0.17598366844710422,0.25376828211079727
NTPC,2014.0,78330,58603,19727.0,25.0,2792,3263,4770,14486,21.0,11403,12.0,42.0,0.14557640750670242,0.2518447593514618
NTPC,2015.0,79957,62605,17352.0,22.0,2338,3669,5565,10456,4.0,9992,10.0,21.0,0.12496716985379641,0.21701664644746552
NTPC,2016.0,73396,54829,18568.0,25.0,1188,3366,5771,10618,-2.0,10781,11.0,26.0,0.14688811379366723,0.25298381383181645
NTPC,2017.0,82042,60445,21598.0,26.0,1592,3753,6010,13426,20.0,10714,11.0,37.0,0.1305916481802004,0.2632554057677775
NTPC,2018.0,88083,65598,22485.0,26.0,5576,4447,7460,16154,35.0,10502,11.0,40.0,0.11922845497996208,0.2552705970505092
NTPC,2019.0,100287,77576,22710.0,23.0,2818,5605,8669,11255,-25.0,14034,14.0,44.0,0.13993837685841634,0.22645008824673188
NTPC,2020.0,109464,77878,31586.0,29.0,8209,8189,10356,21250,44.0,11902,12.0,27.0,0.1087298107140247,0.2885514872469488
NTPC,2021.0,111531,77487,34044.0,31.0,5021,9224,12450,17390,14.0,14969,15.0,41.0,0.13421380602702387,0.3052424886354467
NTPC,2022.0,132669,92307,40362.0,30.0,4809,9376,13788,22007,23.0,16960,17.0,41.0,0.127836947591374,0.3042308301110282
NTPC,2023.0,176207,128611,47596.0,27.0,2561,11447,14792,23917,28.0,17121,17.0,42.0,0.09716413082340657,0.27011412713456334
NTPC,2024.0,178501,127045,51456.0,29.0,5190,12301,16204,28142,24.0,21332,21.0,36.0,0.11950633329785268,0.2882672926202094
NTPC,,185892,133499,52392.0,28.0,6831,12475,17009,29739,24.0,22546,23.0,,0.12128547758913778,0.281841069007811
ONGC,2013.0,161984,118482,43501.0,27.0,5488,484,11763,36742,35.0,23994,19.0,34.0,0.14812574081390756,0.2685512149348084
ONGC,2014.0,174121,124991,49130.0,28.0,7170,624,16262,39413,32.0,26665,21.0,31.0,0.15314063208917936,0.28216010705199257
ONGC,2015.0,160923,118610,42312.0,26.0,5955,2864,18033,27370,35.0,17703,14.0,44.0,0.11000913480360172,0.2629332040789694
ONGC,2016.0,124036,84901,39135.0,32.0,1067,3766,16384,20052,35.0,13102,10.0,56.0,0.10563062336740946,0.3155132380921668
ONGC,2017.0,282506,229702,52804.0,19.0,12724,3591,20119,41718,30.0,29169,19.0,40.0,0.10325090440557015,0.18691284432897
ONGC,2018.0,322706,265817,56889.0,18.0,10429,4999,23112,39208,34.0,26068,17.0,38.0,0.08077940912161534,0.17628739471841243
ONGC,2019.0,421624,346805,74819.0,18.0,9567,5837,23704,54846,38.0,33938,24.0,29.0,0.08049352029296244,0.17745431948845417
ONGC,2020.0,396728,344623,52105.0,13.0,982,7489,26635,18962,40.0,11456,9.0,58.0,0.028876207376338447,0.1313368353128592
ONGC,2021.0,303849,254375,49473.0,16.0,11271,5079,25538,30126,29.0,21360,13.0,28.0,0.07029807568891126,0.1628210064867747
ONGC,2022.0,491246,411373,79874.0,16.0,6797,5696,26883,54091,9.0,49294,36.0,29.0,0.1003448374134344,0.16259470815029536
ONGC,2023.0,632291,556764,75527.0,12.0,-30,7889,24557,43051,24.0,32778,28.0,40.0,0.05184005465837723,0.11944974703103477
ONGC,2024.0,591396,488561,102835.0,17.0,12982,10194,28763,76860,26.0,57101,39.0,31.0,0.096552901947257,0.17388518015001792
ONGC,,658694,572824,85870.0,13.0,14458,12592,31646,56090,26.0,42320,33.0,,0.06424834596944863,0.1303640233553061
PFC,2013.0,17314,331,5987.0,35.0,12,10995,6,5994,26.0,4438,13.0,21.0,0.2563243617881483,0.345789534480767
PFC,2014.0,21407,748,7607.0,36.0,23,13053,5,7624,28.0,5462,17.0,22.0,0.25515018451908256,0.3553510533937497
PFC,2015.0,24988,1103,8429.0,34.0,25,15456,8,8446,29.0,6004,18.0,20.0,0.24027533215943653,0.3373219145189691
PFC,2016.0,27861,2042,9162.0,33.0,25,16657,20,9167,33.0,6184,19.0,30.0,0.2219590108036323,0.3288467750619145
PFC,2017.0,27581,5538,5275.0,19.0,30,16768,41,5264,58.0,2236,7.0,59.0,0.08107030201950619,0.19125484935281534
PFC,2018.0,48624,6583,11752.0,24.0,42,30289,15,11779,25.0,8797,20.0,31.0,0.18091888779203685,0.24169134583744653
PFC,2019.0,54106,1696,17783.0,33.0,94,34627,15,17862,29.0,12640,30.0,0.0,0.23361549550881602,0.32866964846782243
PFC,2020.0,62189,7332,14012.0,23.0,105,40845,24,14093,33.0,9477,22.0,35.0,0.1523902941034588,0.2253131582755793
PFC,2021.0,71656,7102,19871.0,28.0,46,44684,25,19891,21.0,15716,36.0,22.0,0.21932566707602993,0.27731104164340736
PFC,2022.0,76262,8215,23338.0,31.0,79,44709,35,23382,20.0,18768,42.0,23.0,0.24609897458760588,0.3060239699981642
PFC,2023.0,77684,4167,26501.0,34.0,47,47017,52,26496,20.0,21179,48.0,22.0,0.27263014262911284,0.3411384583698059
PFC,2024.0,91508,-27,33573.0,37.0,69,57962,53,33588,21.0,26461,60.0,23.0,0.28916597455960136,0.36688595532631024
PFC,,98152,882,35764.0,36.0,109,61505,54,35820,21.0,28248,64.0,,0.2877985165865189,0.36437362458228056
PIDILITIND,2013.0,3678,3120,558.0,15.0,107,16,69,581,27.0,424,8.0,31.0,0.11528004350190321,0.15171288743882544
PIDILITIND,2014.0,4283,3611,672.0,16.0,38,16,81,612,27.0,450,9.0,31.0,0.10506654214335746,0.15689936960074713
PIDILITIND,2015.0,4844,4073,771.0,16.0,40,16,118,678,25.0,514,10.0,29.0,0.10611065235342693,0.1591659785301404
PIDILITIND,2016.0,5361,4188,1173.0,22.0,81,13,100,1141,29.0,807,16.0,26.0,0.1505316172355904,0.21880246222719643
PIDILITIND,2017.0,5617,4355,1262.0,22.0,115,14,115,1248,31.0,863,17.0,28.0,0.15364073348762686,0.22467509346626313
PIDILITIND,2018.0,6078,4737,1341.0,22.0,153,16,120,1359,29.0,966,19.0,32.0,0.15893385982230998,0.22063178677196446
PIDILITIND,2019.0,7078,5707,1371.0,19.0,130,26,133,1342,31.0,928,18.0,36.0,0.13111048318734106,0.19369878496750495
PIDILITIND,2020.0,7294,5718,1576.0,22.0,97,34,170,1470,24.0,1122,22.0,32.0,0.15382506169454346,0.2160680010967919
PIDILITIND,2021.0,7293,5606,1686.0,23.0,74,37,201,1522,26.0,1126,22.0,38.0,0.15439462498286027,0.2311805841217606
PIDILITIND,2022.0,9921,8065,1856.0,19.0,39,42,240,1614,25.0,1207,24.0,42.0,0.12166112287067836,0.1870779155327084
PIDILITIND,2023.0,11799,9813,1986.0,17.0,55,48,270,1723,25.0,1289,25.0,44.0,0.10924654631748454,0.16831934909738114
PIDILITIND,2024.0,12383,9675,2708.0,22.0,63,51,341,2379,27.0,1747,34.0,47.0,0.14108051360736493,0.21868690947266414
PIDILITIND,,12901,9949,2952.0,23.0,144,49,374,2673,,1973,38.0,,0.1529338810944888,0.2288194713588094
PNB,2013.0,43071,12456,,,4310,27802,336,6786,27.0,5020,28.0,19.0,0.11655174014998491,
PNB,2014.0,44958,16112,,,4710,28220,367,4969,29.0,3674,20.0,10.0,0.08172071711375062,
PNB,2015.0,48710,18760,,,6175,31343,384,4397,24.0,3525,18.0,18.0,0.07236707041675221,
PNB,2016.0,50804,27453,,,6100,34331,413,-5293,-31.0,-3510,-19.0,-2.0,-0.06908904810644831,
PNB,2017.0,48058,22533,,,9168,32722,430,1540,41.0,1239,6.0,0.0,0.02578134753839111,
PNB,2018.0,48725,43345,,,8883,33530,581,-19849,-37.0,-12111,-44.0,0.0,-0.24855823499230376,
PNB,2019.0,52147,39645,,,7367,34656,584,-15370,-35.0,-9550,-21.0,0.0,-0.1831361343893225,
PNB,2020.0,54918,25867,,,9388,36997,614,827,56.0,485,1.0,0.0,0.00883134855602899,
PNB,2021.0,81935,38601,,,12777,50805,982,4325,38.0,2695,2.0,0.0,0.03289192652712516,
PNB,2022.0,76242,36026,,,12329,46823,896,4826,19.0,3908,4.0,18.0,0.05125783688780462,
PNB,2023.0,86845,41502,,,12529,51817,905,5151,35.0,3359,3.0,21.0,0.0386781046692383,
PNB,2024.0,109065,39623,,,14158,68534,906,14160,35.0,9157,8.0,18.0,0.08395910695456837,
PNB,,116126,36345,,,15249,73977,0,21054,,14535,13.0,,0.12516576821728123,
